Index,Time,Motor.Angle,pida.setpoint,Aref2
540,5.407491,6.26891041,6.28318501,3.77907562
541,5.417487,6.26916742,6.28318501,3.89105201
542,5.427470,6.26935434,6.28318501,3.99329877
543,5.437489,6.26958561,6.28318501,4.08556128
544,5.447472,6.26985073,6.28318501,4.16761589
545,5.457472,6.27003622,6.28318501,4.239254
546,5.467485,6.27024269,6.28318501,4.30029869
547,5.477483,6.27048492,6.28318501,4.35059118
548,5.487489,6.27069998,6.28318501,4.39001131
549,5.497491,6.27087307,6.28318501,4.41845942
550,5.507483,6.27108622,6.28318501,4.43586445
551,5.517489,6.27133322,6.28318501,4.44218206
552,5.527490,6.27152157,6.28318501,4.43739653
553,5.537485,6.27169991,6.28318501,4.42152214
554,5.547484,6.27191353,6.28318501,4.39459467
555,5.557489,6.27215719,6.28318501,4.35668373
556,5.567484,6.27231646,6.28318501,4.30788183
557,5.577486,6.27249193,6.28318501,4.24831963
558,5.587486,6.27269983,6.28318501,4.17813492
559,5.597491,6.27292633,6.28318501,4.09750414
560,5.607490,6.2730608,6.28318501,4.00663471
561,5.617486,6.27322817,6.28318501,3.90575933
562,5.627490,6.27342653,6.28318501,3.79510999
